Day,sea-ice,atmos-near-surface-air-temp
47345,19.58321662776481,
47346,19.543956318772924,
47347,19.50469600978104,
47348,19.46543292208514,
47349,19.426176781149273,
47350,19.386917861509392,
47351,19.3476561631655,
47352,19.308391686117595,
47353,19.269135545181726,
47354,19.22987662554185,
47355,19.190612148493944,
47356,19.151351839502055,
47357,19.112094309214182,
47358,19.072834000222297,
47359,19.033575080582416,
47360,18.994313382238524,
47361,18.95504751583861,
47362,18.915791374902746,
47363,18.876532455262865,
47364,18.837270756918972,
47365,18.798011837279095,
47366,18.758748749583194,
47367,18.71949121929532,
47368,18.680230910303436,
47369,18.640966433255528,
47370,18.601708902967655,
47371,18.562445815271758,
47372,18.523188284983885,
47373,18.483927975991996,
47374,18.483927975991996,
47375,18.532288540624652,
47376,18.580653273313327,
47377,18.629016616649995,
47378,18.67737718128265,
47379,18.72574052461932,
47380,18.77410525730799,
47381,18.822468600644658,
47382,18.870830554629322,
47383,18.919192508613982,
47384,18.96755863065466,
47385,19.01592197399133,
47386,19.06428114927198,
47387,19.11264449260865,
47388,19.161007835945316,
47389,19.209372568633988,
47390,19.257735911970656,
47391,19.30609647660331,
47392,19.354461209291987,
47393,19.402824552628655,
47394,19.451186506613315,
47395,19.499552628653994,
47396,19.54791319328665,
47397,19.596275147271314,
47398,19.644637101255974,
47399,19.693003223296653,
47400,19.741365177281317,
47401,19.789727131265977,
47402,19.838093253306656,
47403,19.88645520729132,
47404,19.93481716127598,
47405,19.93481716127598,
47406,19.971157052350783,
47407,20.007494164721574,
47408,20.043835445148382,
47409,20.080171168167166,
47410,20.11651383794598,
47411,20.15285233966878,
47412,20.189192230743583,
47413,20.22553073246638,
47414,20.261869234189174,
47415,20.298206346559965,
47416,20.33454901633878,
47417,20.370887518061576,
47418,20.40722740913638,
47419,20.44356452150717,
47420,20.479904412581973,
47421,20.51624291430477,
47422,20.552584194731576,
47423,20.588922696454375,
47424,20.625262587529175,
47425,20.661602478603978,
47426,20.69793959097477,
47427,20.734278092697565,
47428,20.770616594420364,
47429,20.80695787484717,
47430,20.843297765921974,
47431,20.879633488940758,
47432,20.91597754807158,
47433,20.952311881738357,
47434,20.988653162165168,
47435,20.988653162165168,
47436,20.952907913749026,
47437,20.917155718572857,
47438,20.881416027564743,
47439,20.845662443036566,
47440,20.809918583972436,
47441,20.77417194620429,
47442,20.738425308436145,
47443,20.702677281315996,
47444,20.66693064354785,
47445,20.631184005779705,
47446,20.595435978659552,
47447,20.559687951539402,
47448,20.523942703123264,
47449,20.488193286651107,
47450,20.452449427586973,
47451,20.416701400466824,
47452,20.38095754140269,
47453,20.345209514282537,
47454,20.309458708458376,
47455,20.273713460042238,
47456,20.237968211626097,
47457,20.202220184505947,
47458,20.16647076803379,
47459,20.130725519617652,
47460,20.09498027120151,
47461,20.05922946537735,
47462,20.023484216961208,
47463,19.987737579193066,
47464,19.951988162720905,
47465,19.916241524952763,
47466,19.916241524952763,
47467,19.869418972990996,
47468,19.822592252973212,
47469,19.77576136489941,
47470,19.72893742358564,
47471,19.682112092919862,
47472,19.63528537290208,
47473,19.5884600422363,
47474,19.541633322218516,
47475,19.49480382349672,
47476,19.447978492830945,
47477,19.401154551517173,
47478,19.35432783149939,
47479,19.307501111481606,
47480,19.260677170167835,
47481,19.213847671446036,
47482,19.167023730132268,
47483,19.12019839946649,
47484,19.073368900744693,
47485,19.02654218072691,
47486,18.97971685006113,
47487,18.932894298099367,
47488,18.886067578081583,
47489,18.839239468711792,
47490,18.792411359342005,
47491,18.745586028676225,
47492,18.698762087362454,
47493,18.65193119928865,
47494,18.605108647326887,
47495,18.55828331666111,
47496,18.51145520729132,
47497,18.51145520729132,
47498,18.496628042680893,
47499,18.481799488718462,
47500,18.46697093475603,
47501,18.452143770145604,
47502,18.43731243747916,
47503,18.42248666222074,
47504,18.407658108258307,
47505,18.39282816494387,
47506,18.378002389685452,
47507,18.363172446371014,
47508,18.348345281760587,
47509,18.333516727798155,
47510,18.318686784483717,
47511,18.303858230521286,
47512,18.289032455262866,
47513,18.27420112259642,
47514,18.259375347338,
47515,18.244548182727577,
47516,18.229719628765142,
47517,18.21489246415472,
47518,18.20006252084028,
47519,18.18523396687785,
47520,18.17040819161943,
47521,18.155579637656995,
47522,18.140751083694564,
47523,18.125921140380125,
47524,18.111093975769702,
47525,18.096266811159275,
47526,18.08143964654885,
47527,18.08143964654885,
47528,18.09747276870068,
47529,18.113507280204512,
47530,18.129543181060352,
47531,18.14557769256419,
47532,18.161610814716017,
47533,18.17764532621985,
47534,18.193681227075693,
47535,18.209717127931533,
47536,18.225751639435366,
47537,18.24178754029121,
47538,18.257822051795042,
47539,18.273856563298878,
47540,18.28989246415472,
47541,18.305929754362566,
47542,18.321962876514394,
47543,18.337998777370235,
47544,18.354034678226075,
47545,18.370067800377903,
47546,18.386103701233743,
47547,18.40213682338557,
47548,18.418172724241415,
47549,18.434207235745248,
47550,18.450243136601088,
47551,18.46627903745693,
47552,18.482312159608757,
47553,18.498350839168612,
47554,18.514382571968433,
47555,18.530418472824273,
47556,18.546454373680117,
47557,18.546454373680117,
47558,18.568590919195287,
47559,18.590727464710458,
47560,18.612862620873624,
47561,18.634999166388795,
47562,18.65713571190397,
47563,18.679273646771147,
47564,18.701407413582306,
47565,18.723546737801488,
47566,18.745681893964655,
47567,18.76782121818384,
47568,18.789954984995,
47569,18.812092919862177,
47570,18.834230854729356,
47571,18.856367400244526,
47572,18.878503945759697,
47573,18.90064049127487,
47574,18.92277703679004,
47575,18.944912192953208,
47576,18.967048738468378,
47577,18.989186673335556,
47578,19.011323218850727,
47579,19.0334597643659,
47580,19.05559630988107,
47581,19.07773424474825,
47582,19.099869400911416,
47583,19.122003167722575,
47584,19.144145270645772,
47585,19.166280426808935,
47586,19.188414193620094,
47587,19.188414193620094,
47588,19.213708736245415,
47589,19.238999110814717,
47590,19.264290874736023,
47591,19.28958263865733,
47592,19.314875791930643,
47593,19.340164777147937,
47594,19.36545793042125,
47595,19.390748304990552,
47596,19.416038679559854,
47597,19.441331832833168,
47598,19.466623596754474,
47599,19.491912581971768,
47600,19.51720712459709,
47601,19.542496109814383,
47602,19.567789263087697,
47603,19.593081027009003,
47604,19.618370012226297,
47605,19.64366316549961,
47606,19.668952150716905,
47607,19.694243914638214,
47608,19.71953984661554,
47609,19.744830221184838,
47610,19.77012059575414,
47611,19.795413749027453,
47612,19.820704123596755,
47613,19.84599588751806,
47614,19.871287651439367,
47615,19.89658080471268,
47616,19.92186840057797,
47617,19.947164332555296,
47618,19.947164332555296,
47619,19.95630626875625,
47620,19.96544820495721,
47621,19.974597087918195,
47622,19.983741802823165,
47623,19.99288651772813,
47624,20.002034011337113,
47625,20.011177336890075,
47626,20.020320662443037,
47627,20.02946815605202,
47628,20.03861148160498,
47629,20.047757585861955,
47630,20.056900911414917,
47631,20.06604701567189,
47632,20.07519450928087,
47633,20.08433922418584,
47634,20.093482549738802,
47635,20.102624485939756,
47636,20.111771979548738,
47637,20.1209153051017,
47638,20.130061409358674,
47639,20.13920751361565,
47640,20.14834667111259,
47641,20.157496943425585,
47642,20.166643047682562,
47643,20.175786373235525,
47644,20.18493525619651,
47645,20.194077192397465,
47646,20.20322329665444,
47647,20.2123666222074,
47648,20.2123666222074,
47649,20.226779759919975,
47650,20.241188729576525,
47651,20.25560047793709,
47652,20.270010836945648,
47653,20.284418417250194,
47654,20.298831554962764,
47655,20.31324330332333,
47656,20.327650883627875,
47657,20.342065410692452,
47658,20.356472990997,
47659,20.370887518061576,
47660,20.38529509836612,
47661,20.399706846726687,
47662,20.414118595087253,
47663,20.4285261753918,
47664,20.44293514504835,
47665,20.457348282760922,
47666,20.471760031121484,
47667,20.486173168834057,
47668,20.500583527842615,
47669,20.51499110814716,
47670,20.52940424585973,
47671,20.543811826164276,
47672,20.558223574524842,
47673,20.572632544181396,
47674,20.587045681893965,
47675,20.601458819606535,
47676,20.615869178615092,
47677,20.630279537623654,
47678,20.644688507280204,
47679,20.644688507280204,
47680,20.629576525508504,
47681,20.6144645437368,
47682,20.599351172613094,
47683,20.58423641213738,
47684,20.56912026230966,
47685,20.554009669889965,
47686,20.538896298766254,
47687,20.523780148938535,
47688,20.508670945870847,
47689,20.493554796043124,
47690,20.47844837167945,
47691,20.46333083249972,
47692,20.448217461376014,
47693,20.433101311548295,
47694,20.417992108480604,
47695,20.402878737356897,
47696,20.387762587529178,
47697,20.372653384461486,
47698,20.35753862398577,
47699,20.34242386351006,
47700,20.327313271090365,
47701,20.312197121262642,
47702,20.297086528842947,
47703,20.28197315771924,
47704,20.266859786595532,
47705,20.251746415471825,
47706,20.23663165499611,
47707,20.221521062576414,
47708,20.206404912748695,
47709,20.191294320329,
47710,20.191294320329,
47711,20.183758475047238,
47712,20.176225408469488,
47713,20.16869234189174,
47714,20.16115649660998,
47715,20.153623430032233,
47716,20.14609175280649,
47717,20.138553128820718,
47718,20.131024230298987,
47719,20.12348699566522,
47720,20.115953929087475,
47721,20.108420862509725,
47722,20.100885017227967,
47723,20.09335472935423,
47724,20.08581888407247,
47725,20.07828581749472,
47726,20.07074997221296,
47727,20.063216905635212,
47728,20.055682449705458,
47729,20.048152161831723,
47730,20.04061631654996,
47731,20.03308324997221,
47732,20.025547404690453,
47733,20.01801572746471,
47734,20.010481271534957,
47735,20.002948204957207,
47736,19.99541097032344,
47737,19.987877903745694,
47738,19.980346226519952,
47739,19.972813159942202,
47740,19.972813159942202,
47741,19.996860064465935,
47742,20.020906968989664,
47743,20.0449552628654,
47744,20.069003556741137,
47745,20.093054629320886,
47746,20.117101533844615,
47747,20.14115121707236,
47748,20.165195342892076,
47749,20.189245026119817,
47750,20.21329470934756,
47751,20.237343003223298,
47752,20.261387129043015,
47753,20.285436812270756,
47754,20.3094864954985,
47755,20.33353340002223,
47756,20.35758308324997,
47757,20.381629987773703,
47758,20.40567411359342,
47759,20.42972518617317,
47760,20.453776258752917,
47761,20.477824552628654,
47762,20.501871457152383,
47763,20.525921140380127,
47764,20.549969434255864,
47765,20.574016338779593,
47766,20.598063243303322,
47767,20.622112926531067,
47768,20.64615844170279,
47769,20.670208124930532,
47770,20.694257808158277,
47771,20.694257808158277,
47772,20.72498888518395,
47773,20.755721351561633,
47774,20.78645520729132,
47775,20.817189063021008,
47776,20.847918750694674,
47777,20.878651217072356,
47778,20.909382294098034,
47779,20.940113371123708,
47780,20.9708486162054,
47781,21.001581082583083,
47782,21.032309380904746,
47783,21.063043236634435,
47784,21.0937729243081,
47785,21.12450678003779,
47786,21.155237857063465,
47787,21.18596893408914,
47788,21.216697232410805,
47789,21.24743525619651,
47790,21.278167722574192,
47791,21.308898799599866,
47792,21.339632655329556,
47793,21.370362343003222,
47794,21.401094809380904,
47795,21.43182588640658,
47796,21.46256252084028,
47797,21.493293597865954,
47798,21.52402467489163,
47799,21.554758530621317,
47800,21.585489607646995,
47801,21.585489607646995,
47802,21.54967211292653,
47803,21.513854618206068,
47804,21.4780357341336,
47805,21.44222101811715,
47806,21.4064063021007,
47807,21.370587418028233,
47808,21.334774091363787,
47809,21.298957985995333,
47810,21.263139101922864,
47811,21.227322996554406,
47812,21.191508280537956,
47813,21.155692175169502,
47814,21.119876069801045,
47815,21.084059964432587,
47816,21.048245248416137,
47817,21.012429143047683,
47818,20.976613037679225,
47819,20.940795542958764,
47820,20.904978048238302,
47821,20.869163332221852,
47822,20.833348616205402,
47823,20.79753112148494,
47824,20.761717794820495,
47825,20.725896132044014,
47826,20.690081416027564,
47827,20.65426531065911,
47828,20.618449205290652,
47829,20.582630321218183,
47830,20.546815605201733,
47831,20.51099811048127,
47832,20.51099811048127,
47833,20.445895854173614,
47834,20.380789429809937,
47835,20.31568995220629,
47836,20.250582138490607,
47837,20.18547988218295,
47838,20.120373457819273,
47839,20.05527259086362,
47840,19.990170334555962,
47841,19.925061131488274,
47842,19.85996165388463,
47843,19.79485661887296,
47844,19.729752973213294,
47845,19.66464793820162,
47846,19.599541513837945,
47847,19.534439257530288,
47848,19.46933700122263,
47849,19.404230576858954,
47850,19.33912693119929,
47851,19.274023285539624,
47852,19.20891963987996,
47853,19.14381460486829,
47854,19.078710959208625,
47855,19.01360731354896,
47856,18.948503667889298,
47857,18.883400022229633,
47858,18.81829498721796,
47859,18.753192730910303,
47860,18.68808908525064,
47861,18.62298266088696,
47862,18.557877625875292,
47863,18.557877625875292,
47864,18.54044403690119,
47865,18.52300627987107,
47866,18.505569912192954,
47867,18.48813215516283,
47868,18.470693008780703,
47869,18.45325664110259,
47870,18.43582166277648,
47871,18.41838390574636,
47872,18.400947538068245,
47873,18.38351117039013,
47874,18.36607341336001,
47875,18.348635656329886,
47876,18.33119650994776,
47877,18.31376153162165,
47878,18.29632794264755,
47879,18.278890185617428,
47880,18.261452428587308,
47881,18.244014671557185,
47882,18.22657830387907,
47883,18.209139157496942,
47884,18.191704179170834,
47885,18.174266422140715,
47886,18.156831443814603,
47887,18.139393686784484,
47888,18.121958708458376,
47889,18.10451817272424,
47890,18.087083194398133,
47891,18.069645437368013,
47892,18.069645437368013,
47893,18.08491719462043,
47894,18.100186173168833,
47895,18.115459319773258,
47896,18.130728298321664,
47897,18.14600005557408,
47898,18.16127042347449,
47899,18.176539402022897,
47900,18.191809769923307,
47901,18.207081527175724,
47902,18.222351895076137,
47903,18.23762504168056,
47904,18.252896798932976,
47905,18.268165777481382,
47906,18.283434756029788,
47907,18.298706513282205,
47908,18.313976881182615,
47909,18.329248638435033,
47910,18.34451761698344,
47911,18.359789374235856,
47912,18.37505974213627,
47913,18.390331499388687,
47914,18.40560047793709,
47915,18.420872235189506,
47916,18.43614260308992,
47917,18.451414360342337,
47918,18.466684728242747,
47919,18.48195509614316,
47920,18.497226853395578,
47921,18.512493053239968,
47922,18.512493053239968,
47923,18.543094920529064,
47924,18.573699566522173,
47925,18.60430143381127,
47926,18.634904690452373,
47927,18.665505168389462,
47928,18.696105646326554,
47929,18.726708902967655,
47930,18.75731077025675,
47931,18.787911248193844,
47932,18.818511726130932,
47933,18.84911359342003,
47934,18.879716850061133,
47935,18.91031871735023,
47936,18.94091780593531,
47937,18.971518283872403,
47938,19.00212292986551,
47939,19.032724797154607,
47940,19.06332805379571,
47941,19.09392575302879,
47942,19.124527620317885,
47943,19.155130876958985,
47944,19.18573274424808,
47945,19.216333222185174,
47946,19.246933700122263,
47947,19.277536956763367,
47948,19.308136045348448,
47949,19.338739301989552,
47950,19.36933977992664,
47951,19.399944425919752,
47952,19.399944425919752,
47953,19.430913082138492,
47954,19.461883127709235,
47955,19.492854562631987,
47956,19.52382599755474,
47957,19.554797432477493,
47958,19.58576330999222,
47959,19.616733355562964,
47960,19.64770340113371,
47961,19.67867622540847,
47962,19.7096434922752,
47963,19.740619095253972,
47964,19.771587751472712,
47965,19.802555018339447,
47966,19.8335264532622,
47967,19.86449372012893,
47968,19.8954693231077,
47969,19.926436589974436,
47970,19.957408024897187,
47971,19.98837945981994,
47972,20.019346726686674,
47973,20.050318161609425,
47974,20.08129237523619,
47975,20.112262420806935,
47976,20.143228298321663,
47977,20.174201122596422,
47978,20.205172557519173,
47979,20.23614260308992,
47980,20.267109869956652,
47981,20.29808269423141,
47982,20.32905135045015,
47983,20.32905135045015,
47984,20.342090419028565,
47985,20.355132266310992,
47986,20.368168556185395,
47987,20.381209014115818,
47988,20.394248082694233,
47989,20.40728576192064,
47990,20.420326219851063,
47991,20.433366677781482,
47992,20.446404357007893,
47993,20.45944620429032,
47994,20.472485272868735,
47995,20.485522952095142,
47996,20.498563410025564,
47997,20.51160247860398,
47998,20.524641547182394,
47999,20.53768339446482,
48000,20.550716905635213,
48001,20.56375875291764,
48002,20.576796432144047,
48003,20.58983550072246,
48004,20.602875958652884,
48005,20.615916416583307,
48006,20.628955485161722,
48007,20.64199316438813,
48008,20.655036401022564,
48009,20.668072690896967,
48010,20.681107591419362,
48011,20.69415360675781,
48012,20.70718989663221,
48013,20.70718989663221,
48014,20.713505890852506,
48015,20.71981910636879,
48016,20.7261378792931,
48017,20.73245109480938,
48018,20.73876292097366,
48019,20.745078915193954,
48020,20.75139490941425,
48021,20.75770951428254,
48022,20.76402272979882,
48023,20.770340113371123,
48024,20.776653328887406,
48025,20.78296654440369,
48026,20.78928392797599,
48027,20.79559992219629,
48028,20.801911748360563,
48029,20.808230521284873,
48030,20.814543736801156,
48031,20.82085973102145,
48032,20.82717155718573,
48033,20.833487551406023,
48034,20.839804934978325,
48035,20.846119539846615,
48036,20.852431366010894,
48037,20.858747360231188,
48038,20.86506196509948,
48039,20.87137656996777,
48040,20.877692564188063,
48041,20.884008558408357,
48042,20.89032177392464,
48043,20.89663637879293,
48044,20.89663637879293,
48045,20.867458597310215,
48046,20.83827664777148,
48047,20.809096087584752,
48048,20.77991969545404,
48049,20.750734967211294,
48050,20.72155579637657,
48051,20.692373846837835,
48052,20.663194676003112,
48053,20.63401550516839,
48054,20.60483494498166,
48055,20.57565438479493,
48056,20.546473824608203,
48057,20.517293264421475,
48058,20.488114093586752,
48059,20.45893770145604,
48060,20.429755751917305,
48061,20.400572413026563,
48062,20.371394631543847,
48063,20.34221685006113,
48064,20.313032121818384,
48065,20.28385434033567,
48066,20.254673780148938,
48067,20.2254904412582,
48068,20.196311270423475,
48069,20.167130710236744,
48070,20.13795570745804,
48071,20.1087723685673,
48072,20.079593197732578,
48073,20.050412637545847,
48074,20.021230688007112,
48075,20.021230688007112,
48076,19.998096587751473,
48077,19.974962487495834,
48078,19.95182838724019,
48079,19.928695676336556,
48080,19.90556018672891,
48081,19.88242608647327,
48082,19.859290596865623,
48083,19.836155107257976,
48084,19.813019617650326,
48085,19.789885517394687,
48086,19.76675419584306,
48087,19.743618706235413,
48088,19.72048460597977,
48089,19.697349116372123,
48090,19.674215016116484,
48091,19.65108091586084,
48092,19.627942647549183,
48093,19.604811325997556,
48094,19.581673057685894,
48095,19.558540346782262,
48096,19.53540624652662,
48097,19.51227214627098,
48098,19.489136656663334,
48099,19.46600255640769,
48100,19.442868456152052,
48101,19.41973435589641,
48102,19.396598866288763,
48103,19.373466155385128,
48104,19.35033066577748,
48105,19.35033066577748,
48106,19.390295376236523,
48107,19.430257307991553,
48108,19.470220629098588,
48109,19.51018533955763,
48110,19.550148660664664,
48111,19.590110592419695,
48112,19.630076692230745,
48113,19.67004001333778,
48114,19.710003334444814,
48115,19.74996665555185,
48116,19.789932755362898,
48117,19.82989329776592,
48118,19.86985939757697,
48119,19.909824108036013,
48120,19.949787429143047,
48121,19.989749360898077,
48122,20.029712682005112,
48123,20.069677392464154,
48124,20.109642102923196,
48125,20.14960542403023,
48126,20.18956874513727,
48127,20.229532066244303,
48128,20.269496776703345,
48129,20.30946009781038,
48130,20.34942619762143,
48131,20.389389518728464,
48132,20.429352839835502,
48133,20.469313382238525,
48134,20.50927948204957,
48135,20.5492414138046,
48136,20.5492414138046,
48137,20.578704012448593,
48138,20.608168000444593,
48139,20.637630599088585,
48140,20.667090419028565,
48141,20.696551628320552,
48142,20.726010058908525,
48143,20.75547543625653,
48144,20.784933866844504,
48145,20.814397854840504,
48146,20.843859064132488,
48147,20.873318884072468,
48148,20.902782872068467,
48149,20.93224130265644,
48150,20.961703901300435,
48151,20.99116788929643,
48152,21.02062909858842,
48153,21.05008752917639,
48154,21.07954873846838,
48155,21.109009947760363,
48156,21.13847115705235,
48157,21.16793514504835,
48158,21.19739496498833,
48159,21.226856174280314,
48160,21.256317383572302,
48161,21.2857813715683,
48162,21.31524119150828,
48163,21.344705179504277,
48164,21.374164999444258,
48165,21.403624819384238,
48166,21.403624819384238,
48167,21.375690507947095,
48168,21.34775897521396,
48169,21.31982605312882,
48170,21.291891741691675,
48171,21.26395743025453,
48172,21.23602450816939,
48173,21.208090196732243,
48174,21.180160053351116,
48175,21.15222574191397,
48176,21.12428865177281,
48177,21.09635434033567,
48178,21.068422807602534,
48179,21.040489885517395,
48180,21.012556963432257,
48181,20.984624041347114,
48182,20.95668972990997,
48183,20.928754029120817,
48184,20.90081971768367,
48185,20.872889574302544,
48186,20.8449552628654,
48187,20.817020951428255,
48188,20.7890852506391,
48189,20.761155107257974,
48190,20.733219406468823,
48191,20.705286484383684,
48192,20.677352172946538,
48193,20.6494192508614,
48194,20.621483550072245,
48195,20.593552017339114,
48196,20.565621873957987,
48197,20.565621873957987,
48198,20.517315494053573,
48199,20.46900911414916,
48200,20.420708291652772,
48201,20.372397743692343,
48202,20.32409553184395,
48203,20.275789151939534,
48204,20.227482772035124,
48205,20.179177781482718,
48206,20.13087279093031,
48207,20.08256918972991,
48208,20.03426558852951,
48209,19.985960597977105,
48210,19.937652828720683,
48211,19.889347838168277,
48212,19.84104284761587,
48213,19.79273646771146,
48214,19.744434255863066,
48215,19.696126486606648,
48216,19.64782149605424,
48217,19.599515116149828,
48218,19.55121151494943,
48219,19.502907913749027,
48220,19.454601533844613,
48221,19.406295153940203,
48222,19.357990163387797,
48223,19.309687951539402,
48224,19.26138157163499,
48225,19.213076581082582,
48226,19.164771590530176,
48227,19.116467989329777,
48228,19.116467989329777,
48229,19.09234605979771,
48230,19.068221351561633,
48231,19.044099422029564,
48232,19.01997332444148,
48233,18.99585278426142,
48234,18.971726686673335,
48235,18.947607535845282,
48236,18.923482827609202,
48237,18.899360898077138,
48238,18.87523896854507,
48239,18.851115649660997,
48240,18.82699094142492,
48241,18.802869011892852,
48242,18.77874569300878,
48243,18.75462515282872,
48244,18.730500444592643,
48245,18.70637712570857,
48246,18.682255196176502,
48247,18.65813187729243,
48248,18.634009947760365,
48249,18.609885239524285,
48250,18.585764699344224,
48251,18.561641380460152,
48252,18.537519450928087,
48253,18.513393353340003,
48254,18.489271423807935,
48255,18.465150883627874,
48256,18.441026175391798,
48257,18.441026175391798,
48258,18.46756002000667,
48259,18.49409386462154,
48260,18.5206249305324,
48261,18.54715877514727,
48262,18.573695398466157,
48263,18.60022507502501,
48264,18.62676169834389,
48265,18.653295542958762,
48266,18.679829387573637,
48267,18.7063618428365,
48268,18.73289568745137,
48269,18.75942675336223,
48270,18.785960597977102,
48271,18.812494442591976,
48272,18.83903106591086,
48273,18.86556074246971,
48274,18.89209597643659,
48275,18.91863121040347,
48276,18.94516505501834,
48277,18.971697510281206,
48278,18.998231354896078,
48279,19.02476381015894,
48280,19.051296265421808,
48281,19.0778342780927,
48282,19.104362565299546,
48283,19.13089918861843,
48284,19.157431643881292,
48285,19.183965488496167,
48286,19.210499333111038,
48287,19.210499333111038,
48288,19.25293709014116,
48289,19.295377625875293,
48290,19.33781538290541,
48291,19.380253139935533,
48292,19.422695065021674,
48293,19.46513143269979,
48294,19.50757335778593,
48295,19.550012504168055,
48296,19.59245303990219,
48297,19.6348880182283,
48298,19.677327164610425,
48299,19.71976770034456,
48300,19.76220545737468,
48301,19.804645993108814,
48302,19.847085139490943,
48303,19.88952289652106,
48304,19.931964821607203,
48305,19.974401189285317,
48306,20.016840335667446,
48307,20.059279482049572,
48308,20.101717239079694,
48309,20.144157774813827,
48310,20.186596921195953,
48311,20.229034678226075,
48312,20.271473824608204,
48313,20.313915749694342,
48314,20.356353506724464,
48315,20.398791263754585,
48316,20.441229020784707,
48317,20.441229020784707,
48318,20.456335445148383,
48319,20.47144048016005,
48320,20.486545515171724,
48321,20.501649160831388,
48322,20.516752806491052,
48323,20.531857841502724,
48324,20.546962876514392,
48325,20.562069300878072,
48326,20.57717433588974,
48327,20.592277981549405,
48328,20.60738162720907,
48329,20.62248666222074,
48330,20.637590307880405,
48331,20.652695342892073,
48332,20.667798988551738,
48333,20.68290680226742,
48334,20.698010447927086,
48335,20.713109925530734,
48336,20.728214960542402,
48337,20.74332138490608,
48338,20.758425030565743,
48339,20.773532844281426,
48340,20.7886378792931,
48341,20.80373874624875,
48342,20.818845170612427,
48343,20.833950205624095,
48344,20.849052461931755,
48345,20.86416027564744,
48346,20.879263921307103,
48347,20.894367566966768,
48348,20.894367566966768,
48349,20.899802712015116,
48350,20.905240635767477,
48351,20.91067855951984,
48352,20.91611370456819,
48353,20.921554407024562,
48354,20.92699372012893,
48355,20.932427475825275,
48356,20.937865399577635,
48357,20.943300544625988,
48358,20.948742636434368,
48359,20.954177781482716,
48360,20.95961153717906,
48361,20.96504946093142,
48362,20.97048877403579,
48363,20.975925308436146,
48364,20.981363232188507,
48365,20.98680115594087,
48366,20.992237690341224,
48367,20.99767422474158,
48368,21.00310936978993,
48369,21.008547293542293,
48370,21.013985217294653,
48371,21.01942175169501,
48372,21.02485967544737,
48373,21.030296209847727,
48374,21.035734133600087,
48375,21.041173446704455,
48376,21.046608591752808,
48377,21.052047904857176,
48378,21.052047904857176,
48379,21.048403634544847,
48380,21.044762142936534,
48381,21.04112481938424,
48382,21.037480549071912,
48383,21.033840446815606,
48384,21.030200344559297,
48385,21.02656024230299,
48386,21.022921529398687,
48387,21.01927448038235,
48388,21.01563437812604,
48389,21.011994275869736,
48390,21.00835278426142,
48391,21.004711292653106,
48392,21.001069801044792,
48393,20.997429698788483,
48394,20.993786817828166,
48395,20.99014532621985,
48396,20.986506613315548,
48397,20.98286373235523,
48398,20.979222240746914,
48399,20.9755807491386,
48400,20.9719420362343,
48401,20.968300544625986,
48402,20.964659053017673,
48403,20.961018950761364,
48404,20.95737468044904,
48405,20.95373874624875,
48406,20.95009586528843,
48407,20.946452984328108,
48408,20.942812882071802,
48409,20.942812882071802,
48410,20.919310603534512,
48411,20.895815271757254,
48412,20.872315771923976,
48413,20.848816272090698,
48414,20.82531955096143,
48415,20.801820051128153,
48416,20.778321940646883,
48417,20.75482383016561,
48418,20.731324330332335,
48419,20.70782621985106,
48420,20.68432810936979,
48421,20.66082999888852,
48422,20.637329109703234,
48423,20.613832388573968,
48424,20.59033288874069,
48425,20.56683755696343,
48426,20.54333666777815,
48427,20.519838557296875,
48428,20.496339057463597,
48429,20.472839557630323,
48430,20.44934422585306,
48431,20.425844726019783,
48432,20.402342447482493,
48433,20.378847115705234,
48434,20.355346226519952,
48435,20.331849505390686,
48436,20.308350005557408,
48437,20.28485467378015,
48438,20.26135100589085,
48439,20.237854284761585,
48440,20.237854284761585,
48441,20.209617094587085,
48442,20.181379904412584,
48443,20.15314132488607,
48444,20.12490552406358,
48445,20.09666972324108,
48446,20.068431143714573,
48447,20.040198121596088,
48448,20.011958152717572,
48449,19.983723741247083,
48450,19.95548655107258,
48451,19.927249360898077,
48452,19.89901078137157,
48453,19.870773591197064,
48454,19.842535011670556,
48455,19.814296432144047,
48456,19.78606479937757,
48457,19.757824830499054,
48458,19.72958902967656,
48459,19.70135045015005,
48460,19.673114649327555,
48461,19.644876069801043,
48462,19.616641658330554,
48463,19.588403078804046,
48464,19.560164499277537,
48465,19.531927309103036,
48466,19.50369150828054,
48467,19.475454318106035,
48468,19.447217127931534,
48469,19.418981327109037,
48470,19.418981327109037,
48471,19.46970101144826,
48472,19.520423474491498,
48473,19.571144548182726,
48474,19.621865621873958,
48475,19.672588084917194,
48476,19.72330776925642,
48477,19.774031621651663,
48478,19.8247540846949,
48479,19.875475158386127,
48480,19.92619623207736,
48481,19.976920084472603,
48482,20.02764115816383,
48483,20.078365010559075,
48484,20.129086084250307,
48485,20.179802989885516,
48486,20.23052684228076,
48487,20.281249305323996,
48488,20.331970379015228,
48489,20.382691452706457,
48490,20.43341252639769,
48491,20.484136378792932,
48492,20.53485884183617,
48493,20.585575747471378,
48494,20.63630376792264,
48495,20.687022062909858,
48496,20.7377459153051,
48497,20.788466988996333,
48498,20.839188062687562,
48499,20.889910525730798,
48500,20.94063159942203,
48501,20.94063159942203,
48502,20.961698343892408,
48503,20.982762309658774,
48504,21.00382627542514,
48505,21.024894409247526,
48506,21.04595698566189,
48507,21.067023730132266,
48508,21.088093253306656,
48509,21.10915444036901,
